time,equipment_id,sensor_type,value,unit,status
2025-07-01 07:31:37,COMP_001,vibration,9.52,hz,normal
2025-07-01 07:31:37,COMP_001,pressure,6.8,bar,normal
2025-07-01 07:31:37,HVAC_001,temperature,23.7,celsius,normal
2025-07-01 07:31:37,HVAC_001,vibration,2.93,hz,normal
2025-07-01 07:36:37,MOTOR_001,temperature,54.1,celsius,normal
2025-07-01 07:36:37,MOTOR_001,vibration,9.67,hz,normal
2025-07-01 07:36:37,MOTOR_002,temperature,57.8,celsius,normal
2025-07-01 07:36:37,MOTOR_002,vibration,3.16,hz,normal
2025-07-01 07:36:37,PUMP_001,temperature,56.7,celsius,normal
2025-07-01 07:36:37,PUMP_001,vibration,8.48,hz,normal
2025-07-01 07:36:37,PUMP_001,pressure,199.2,bar,normal
2025-07-01 07:36:37,PUMP_002,temperature,61.0,celsius,normal
2025-07-01 07:36:37,PUMP_002,vibration,13.04,hz,normal
2025-07-01 07:36:37,PUMP_002,pressure,218.0,bar,normal
2025-07-01 07:36:37,CONV_001,temperature,44.4,celsius,normal
2025-07-01 07:36:37,CONV_001,vibration,2.69,hz,normal
2025-07-01 07:36:37,CONV_002,temperature,41.4,celsius,normal
2025-07-01 07:36:37,CONV_002,vibration,6.36,hz,normal
2025-07-01 07:36:37,ROBOT_001,temperature,57.5,celsius,normal
2025-07-01 07:36:37,ROBOT_001,vibration,3.64,hz,normal
2025-07-01 07:36:37,ROBOT_002,temperature,50.3,celsius,normal
2025-07-01 07:36:37,ROBOT_002,vibration,3.71,hz,normal
2025-07-01 07:36:37,COMP_001,temperature,79.6,celsius,normal
2025-07-01 07:36:37,COMP_001,vibration,19.57,hz,normal
2025-07-01 07:36:37,COMP_001,pressure,6.9,bar,normal
2025-07-01 07:36:37,HVAC_001,temperature,24.7,celsius,warning
2025-07-01 07:36:37,HVAC_001,vibration,1.79,hz,normal
2025-07-01 07:41:37,MOTOR_001,temperature,58.7,celsius,normal
2025-07-01 07:41:37,MOTOR_001,vibration,5.43,hz,normal
2025-07-01 07:41:37,MOTOR_002,temperature,56.1,celsius,normal
2025-07-01 07:41:37,MOTOR_002,vibration,6.23,hz,normal
2025-07-01 07:41:37,PUMP_001,temperature,50.6,celsius,normal
2025-07-01 07:41:37,PUMP_001,vibration,7.0,hz,normal
2025-07-01 07:41:37,PUMP_001,pressure,200.1,bar,normal
2025-07-01 07:41:37,PUMP_002,temperature,55.4,celsius,normal
2025-07-01 07:41:37,PUMP_002,vibration,8.18,hz,normal
2025-07-01 07:41:37,PUMP_002,pressure,211.3,bar,normal
2025-07-01 07:41:37,CONV_001,temperature,38.1,celsius,normal
2025-07-01 07:41:37,CONV_001,vibration,4.04,hz,normal
2025-07-01 07:41:37,CONV_002,temperature,40.4,celsius,normal
2025-07-01 07:41:37,CONV_002,vibration,6.6,hz,normal
2025-07-01 07:41:37,ROBOT_001,temperature,53.8,celsius,normal
2025-07-01 07:41:37,ROBOT_001,vibration,2.97,hz,normal
2025-07-01 07:41:37,ROBOT_002,temperature,48.1,celsius,normal
2025-07-01 07:41:37,ROBOT_002,vibration,5.45,hz,normal
2025-07-01 07:41:37,COMP_001,temperature,68.4,celsius,normal
2025-07-01 07:41:37,COMP_001,vibration,15.78,hz,normal
2025-07-01 07:41:37,COMP_001,pressure,6.5,bar,normal
2025-07-01 07:41:37,HVAC_001,temperature,22.1,celsius,normal
2025-07-01 07:41:37,HVAC_001,vibration,2.83,hz,normal
2025-07-01 07:46:37,MOTOR_001,temperature,67.7,celsius,normal
2025-07-01 07:46:37,MOTOR_001,vibration,8.0,hz,normal
2025-07-01 07:46:37,MOTOR_002,temperature,69.8,celsius,normal
2025-07-01 07:46:37,MOTOR_002,vibration,9.94,hz,normal
2025-07-01 07:46:37,PUMP_001,temperature,57.2,celsius,normal
2025-07-01 07:46:37,PUMP_001,vibration,13.69,hz,normal
2025-07-01 07:46:37,PUMP_001,pressure,203.0,bar,normal
2025-07-01 07:46:37,PUMP_002,temperature,48.0,celsius,normal
2025-07-01 07:46:37,PUMP_002,vibration,14.13,hz,normal
2025-07-01 07:46:37,PUMP_002,pressure,201.8,bar,normal
2025-07-01 07:46:37,CONV_001,temperature,38.3,celsius,normal
2025-07-01 07:46:37,CONV_001,vibration,1.9,hz,normal
2025-07-01 07:46:37,CONV_002,temperature,34.4,celsius,normal
2025-07-01 07:46:37,CONV_002,vibration,4.98,hz,normal
2025-07-01 07:46:37,ROBOT_001,temperature,56.5,celsius,normal
2025-07-01 07:46:37,ROBOT_001,vibration,4.13,hz,normal
2025-07-01 07:46:37,ROBOT_002,temperature,43.5,celsius,normal
2025-07-01 07:46:37,ROBOT_002,vibration,4.65,hz,normal
2025-07-01 07:46:37,COMP_001,temperature,75.6,celsius,normal
2025-07-01 07:46:37,COMP_001,vibration,10.5,hz,normal
2025-07-01 07:46:37,COMP_001,pressure,7.0,bar,normal
2025-07-01 07:46:37,HVAC_001,temperature,22.2,celsius,normal
2025-07-01 07:46:37,HVAC_001,vibration,2.57,hz,normal
2025-07-01 07:51:37,MOTOR_001,temperature,62.6,celsius,normal
2025-07-01 07:51:37,MOTOR_001,vibration,6.18,hz,normal
2025-07-01 07:51:37,MOTOR_002,temperature,67.9,celsius,normal
2025-07-01 07:51:37,MOTOR_002,vibration,10.83,hz,normal
2025-07-01 07:51:37,PUMP_001,temperature,62.8,celsius,normal
2025-07-01 07:51:37,PUMP_001,vibration,14.66,hz,normal
2025-07-01 07:51:37,PUMP_001,pressure,213.0,bar,normal
2025-07-01 07:51:37,PUMP_002,temperature,54.8,celsius,normal
2025-07-01 07:51:37,PUMP_002,vibration,12.02,hz,normal
2025-07-01 07:51:37,PUMP_002,pressure,210.6,bar,normal
2025-07-01 07:51:37,CONV_001,temperature,46.3,celsius,normal
2025-07-01 07:51:37,CONV_001,vibration,2.05,hz,normal
2025-07-01 07:51:37,CONV_002,temperature,46.7,celsius,normal
2025-07-01 07:51:37,CONV_002,vibration,5.67,hz,normal
2025-07-01 07:51:37,ROBOT_001,temperature,52.7,celsius,normal
2025-07-01 07:51:37,ROBOT_001,vibration,3.41,hz,normal
2025-07-01 07:51:37,ROBOT_002,temperature,51.9,celsius,normal
2025-07-01 07:51:37,ROBOT_002,vibration,1.51,hz,normal
2025-07-01 07:51:37,COMP_001,temperature,81.0,celsius,normal
2025-07-01 07:51:37,COMP_001,vibration,11.87,hz,normal
2025-07-01 07:51:37,COMP_001,pressure,6.8,bar,normal
2025-07-01 07:51:37,HVAC_001,temperature,24.9,celsius,warning
2025-07-01 07:51:37,HVAC_001,vibration,3.13,hz,normal
2025-07-01 07:56:37,MOTOR_001,temperature,70.0,celsius,normal
2025-07-01 07:56:37,MOTOR_001,vibration,10.67,hz,normal
2025-07-01 07:56:37,MOTOR_002,temperature,70.6,celsius,normal
2025-07-01 07:56:37,MOTOR_002,vibration,4.71,hz,normal
2025-07-01 07:56:37,PUMP_001,temperature,62.0,celsius,normal
2025-07-01 07:56:37,PUMP_001,vibration,12.73,hz,normal
2025-07-01 07:56:37,PUMP_001,pressure,209.3,bar,normal
2025-07-01 07:56:37,PUMP_002,temperature,60.9,celsius,normal
2025-07-01 07:56:37,PUMP_002,vibration,12.18,hz,normal
2025-07-01 07:56:37,PUMP_002,pressure,218.2,bar,normal
2025-07-01 07:56:37,CONV_001,temperature,50.1,celsius,normal
2025-07-01 07:56:37,CONV_001,vibration,1.85,hz,normal
2025-07-01 07:56:37,CONV_002,temperature,49.2,celsius,normal
2025-07-01 07:56:37,CONV_002,vibration,3.9,hz,normal
2025-07-01 07:56:37,ROBOT_001,temperature,47.3,celsius,normal
2025-07-01 07:56:37,ROBOT_001,vibration,4.06,hz,normal
2025-07-01 07:56:37,ROBOT_002,temperature,49.5,celsius,normal
2025-07-01 07:56:37,ROBOT_002,vibration,4.87,hz,normal
2025-07-01 07:56:37,COMP_001,temperature,73.4,celsius,normal
2025-07-01 07:56:37,COMP_001,vibration,9.56,hz,normal
2025-07-01 07:56:37,COMP_001,pressure,6.6,bar,normal
2025-07-01 07:56:37,HVAC_001,temperature,22.6,celsius,normal
2025-07-01 07:56:37,HVAC_001,vibration,3.02,hz,normal
2025-07-01 08:01:37,MOTOR_001,temperature,63.0,celsius,normal
2025-07-01 08:01:37,MOTOR_001,vibration,6.49,hz,normal
2025-07-01 08:01:37,MOTOR_002,temperature,69.3,celsius,normal
2025-07-01 08:01:37,MOTOR_002,vibration,8.09,hz,normal
2025-07-01 08:01:37,PUMP_001,temperature,50.6,celsius,normal
2025-07-01 08:01:37,PUMP_001,vibration,7.67,hz,normal
2025-07-01 08:01:37,PUMP_001,pressure,214.9,bar,normal
2025-07-01 08:01:37,PUMP_002,temperature,54.8,celsius,normal
2025-07-01 08:01:37,PUMP_002,vibration,11.15,hz,normal
2025-07-01 08:01:37,PUMP_002,pressure,205.4,bar,normal
2025-07-01 08:01:37,CONV_001,temperature,48.3,celsius,normal
2025-07-01 08:01:37,CONV_001,vibration,5.64,hz,normal
2025-07-01 08:01:37,CONV_002,temperature,46.5,celsius,normal
2025-07-01 08:01:37,CONV_002,vibration,6.71,hz,normal
2025-07-01 08:01:37,ROBOT_001,temperature,48.3,celsius,normal
2025-07-01 08:01:37,ROBOT_001,vibration,3.55,hz,normal
2025-07-01 08:01:37,ROBOT_002,temperature,51.1,celsius,normal
2025-07-01 08:01:37,ROBOT_002,vibration,4.57,hz,normal
2025-07-01 08:01:37,COMP_001,temperature,73.2,celsius,normal
2025-07-01 08:01:37,COMP_001,vibration,20.11,hz,normal
2025-07-01 08:01:37,COMP_001,pressure,6.8,bar,normal
2025-07-01 08:01:37,HVAC_001,temperature,24.1,celsius,warning
2025-07-01 08:01:37,HVAC_001,vibration,2.06,hz,normal
2025-07-01 08:06:37,MOTOR_001,temperature,60.4,celsius,normal
2025-07-01 08:06:37,MOTOR_001,vibration,10.9,hz,normal
2025-07-01 08:06:37,MOTOR_002,temperature,69.0,celsius,normal
2025-07-01 08:06:37,MOTOR_002,vibration,3.4,hz,normal
2025-07-01 08:06:37,PUMP_001,temperature,59.0,celsius,normal
2025-07-01 08:06:37,PUMP_001,vibration,16.68,hz,normal
2025-07-01 08:06:37,PUMP_001,pressure,217.7,bar,normal
2025-07-01 08:06:37,PUMP_002,temperature,56.6,celsius,normal
2025-07-01 08:06:37,PUMP_002,vibration,7.11,hz,normal
2025-07-01 08:06:37,PUMP_002,pressure,218.1,bar,normal
2025-07-01 08:06:37,CONV_001,temperature,42.2,celsius,normal
2025-07-01 08:06:37,CONV_001,vibration,3.04,hz,normal
2025-07-01 08:06:37,CONV_002,temperature,43.5,celsius,normal
2025-07-01 08:06:37,CONV_002,vibration,6.06,hz,normal
2025-07-01 08:06:37,ROBOT_001,temperature,53.7,celsius,normal
2025-07-01 08:06:37,ROBOT_001,vibration,2.96,hz,normal
2025-07-01 08:06:37,ROBOT_002,temperature,49.3,celsius,normal
2025-07-01 08:06:37,ROBOT_002,vibration,4.46,hz,normal
2025-07-01 08:06:37,COMP_001,temperature,67.7,celsius,normal
2025-07-01 08:06:37,COMP_001,vibration,10.8,hz,normal
2025-07-01 08:06:37,COMP_001,pressure,6.5,bar,normal
2025-07-01 08:06:37,HVAC_001,temperature,21.9,celsius,normal
2025-07-01 08:06:37,HVAC_001,vibration,2.65,hz,normal
2025-07-01 08:11:37,MOTOR_001,temperature,60.6,celsius,normal
2025-07-01 08:11:37,MOTOR_001,vibration,9.93,hz,normal
2025-07-01 08:11:37,MOTOR_002,temperature,66.1,celsius,normal
2025-07-01 08:11:37,MOTOR_002,vibration,4.3,hz,normal
2025-07-01 08:11:37,PUMP_001,temperature,61.0,celsius,normal
2025-07-01 08:11:37,PUMP_001,vibration,10.41,hz,normal
2025-07-01 08:11:37,PUMP_001,pressure,212.0,bar,normal
2025-07-01 08:11:37,PUMP_002,temperature,56.3,celsius,normal
2025-07-01 08:11:37,PUMP_002,vibration,9.7,hz,normal
2025-07-01 08:11:37,PUMP_002,pressure,220.2,bar,normal
2025-07-01 08:11:37,CONV_001,temperature,46.1,celsius,normal
2025-07-01 08:11:37,CONV_001,vibration,6.01,hz,normal
2025-07-01 08:11:37,CONV_002,temperature,41.3,celsius,normal
2025-07-01 08:11:37,CONV_002,vibration,5.38,hz,normal
2025-07-01 08:11:37,ROBOT_001,temperature,44.2,celsius,normal
2025-07-01 08:11:37,ROBOT_001,vibration,3.87,hz,normal
2025-07-01 08:11:37,ROBOT_002,temperature,42.8,celsius,normal
2025-07-01 08:11:37,ROBOT_002,vibration,2.62,hz,normal
2025-07-01 08:11:37,COMP_001,temperature,75.5,celsius,normal
2025-07-01 08:11:37,COMP_001,vibration,11.76,hz,normal
2025-07-01 08:11:37,COMP_001,pressure,6.9,bar,normal
2025-07-01 08:11:37,HVAC_001,temperature,24.3,celsius,warning
2025-07-01 08:11:37,HVAC_001,vibration,3.48,hz,normal
2025-07-01 08:16:37,MOTOR_001,temperature,69.8,celsius,normal
2025-07-01 08:16:37,MOTOR_001,vibration,10.95,hz,normal
2025-07-01 08:16:37,MOTOR_002,temperature,68.2,celsius,normal
2025-07-01 08:16:37,MOTOR_002,vibration,6.18,hz,normal
2025-07-01 08:16:37,PUMP_001,temperature,58.3,celsius,normal
2025-07-01 08:16:37,PUMP_001,vibration,12.58,hz,normal
2025-07-01 08:16:37,PUMP_001,pressure,217.3,bar,normal
2025-07-01 08:16:37,PUMP_002,temperature,51.8,celsius,normal
2025-07-01 08:16:37,PUMP_002,vibration,15.79,hz,normal
2025-07-01 08:16:37,PUMP_002,pressure,209.7,bar,normal
2025-07-01 08:16:37,CONV_001,temperature,41.1,celsius,normal
2025-07-01 08:16:37,CONV_001,vibration,6.49,hz,normal
2025-07-01 08:16:37,CONV_002,temperature,49.2,celsius,normal
2025-07-01 08:16:37,CONV_002,vibration,5.33,hz,normal
2025-07-01 08:16:37,ROBOT_001,temperature,52.0,celsius,normal
2025-07-01 08:16:37,ROBOT_001,vibration,2.77,hz,normal
2025-07-01 08:16:37,ROBOT_002,temperature,47.6,celsius,normal
2025-07-01 08:16:37,ROBOT_002,vibration,5.05,hz,normal
2025-07-01 08:16:37,COMP_001,temperature,72.5,celsius,normal
2025-07-01 08:16:37,COMP_001,vibration,17.64,hz,normal
2025-07-01 08:16:37,COMP_001,pressure,7.0,bar,normal
2025-07-01 08:16:37,HVAC_001,temperature,22.3,celsius,normal
2025-07-01 08:16:37,HVAC_001,vibration,1.7,hz,normal
2025-07-01 08:21:37,MOTOR_001,temperature,55.4,celsius,normal
2025-07-01 08:21:37,MOTOR_001,vibration,3.41,hz,normal
2025-07-01 08:21:37,MOTOR_002,temperature,57.4,celsius,normal
2025-07-01 08:21:37,MOTOR_002,vibration,4.92,hz,normal
2025-07-01 08:21:37,PUMP_001,temperature,61.9,celsius,normal
2025-07-01 08:21:37,PUMP_001,vibration,9.9,hz,normal
2025-07-01 08:21:37,PUMP_001,pressure,209.2,bar,normal
2025-07-01 08:21:37,PUMP_002,temperature,62.4,celsius,normal
2025-07-01 08:21:37,PUMP_002,vibration,12.64,hz,normal
2025-07-01 08:21:37,PUMP_002,pressure,205.2,bar,normal
2025-07-01 08:21:37,CONV_001,temperature,40.4,celsius,normal
2025-07-01 08:21:37,CONV_001,vibration,2.43,hz,normal
2025-07-01 08:21:37,CONV_002,temperature,40.7,celsius,normal
2025-07-01 08:21:37,CONV_002,vibration,2.88,hz,normal
2025-07-01 08:21:37,ROBOT_001,temperature,42.7,celsius,normal
2025-07-01 08:21:37,ROBOT_001,vibration,1.62,hz,normal
2025-07-01 08:21:37,ROBOT_002,temperature,48.4,celsius,normal
2025-07-01 08:21:37,ROBOT_002,vibration,2.78,hz,normal
2025-07-01 08:21:37,COMP_001,temperature,76.5,celsius,normal
2025-07-01 08:21:37,COMP_001,vibration,11.55,hz,normal
2025-07-01 08:21:37,COMP_001,pressure,6.5,bar,normal
2025-07-01 08:21:37,HVAC_001,temperature,24.4,celsius,warning
2025-07-01 08:21:37,HVAC_001,vibration,2.95,hz,normal
2025-07-01 08:26:37,MOTOR_001,temperature,63.2,celsius,normal
2025-07-01 08:26:37,MOTOR_001,vibration,6.88,hz,normal
2025-07-01 08:26:37,MOTOR_002,temperature,57.5,celsius,normal
2025-07-01 08:26:37,MOTOR_002,vibration,9.57,hz,normal
2025-07-01 08:26:37,PUMP_001,temperature,58.1,celsius,normal
2025-07-01 08:26:37,PUMP_001,vibration,10.21,hz,normal
2025-07-01 08:26:37,PUMP_001,pressure,212.3,bar,normal
2025-07-01 08:26:37,PUMP_002,temperature,62.5,celsius,normal
2025-07-01 08:26:37,PUMP_002,vibration,10.48,hz,normal
2025-07-01 08:26:37,PUMP_002,pressure,206.2,bar,normal
2025-07-01 08:26:37,CONV_001,temperature,47.9,celsius,normal
2025-07-01 08:26:37,CONV_001,vibration,3.08,hz,normal
2025-07-01 08:26:37,CONV_002,temperature,46.2,celsius,normal
2025-07-01 08:26:37,CONV_002,vibration,7.01,hz,normal
2025-07-01 08:26:37,ROBOT_001,temperature,55.9,celsius,normal
2025-07-01 08:26:37,ROBOT_001,vibration,1.66,hz,normal
2025-07-01 08:26:37,ROBOT_002,temperature,49.9,celsius,normal
2025-07-01 08:26:37,ROBOT_002,vibration,1.98,hz,normal
2025-07-01 08:26:37,COMP_001,temperature,81.1,celsius,normal
2025-07-01 08:26:37,COMP_001,vibration,13.46,hz,normal
2025-07-01 08:26:37,COMP_001,pressure,7.0,bar,normal
2025-07-01 08:26:37,HVAC_001,temperature,23.7,celsius,normal
2025-07-01 08:26:37,HVAC_001,vibration,2.24,hz,normal
2025-07-01 08:31:37,MOTOR_001,temperature,62.3,celsius,normal
2025-07-01 08:31:37,MOTOR_001,vibration,5.56,hz,normal
2025-07-01 08:31:37,MOTOR_002,temperature,64.1,celsius,normal
2025-07-01 08:31:37,MOTOR_002,vibration,8.93,hz,normal
2025-07-01 08:31:37,PUMP_001,temperature,53.0,celsius,normal
2025-07-01 08:31:37,PUMP_001,vibration,15.97,hz,normal
2025-07-01 08:31:37,PUMP_001,pressure,221.6,bar,normal
2025-07-01 08:31:37,PUMP_002,temperature,50.4,celsius,normal
2025-07-01 08:31:37,PUMP_002,vibration,14.47,hz,normal
2025-07-01 08:31:37,PUMP_002,pressure,216.6,bar,normal
2025-07-01 08:31:37,CONV_001,temperature,45.1,celsius,normal
2025-07-01 08:31:37,CONV_001,vibration,4.98,hz,normal
2025-07-01 08:31:37,CONV_002,temperature,39.0,celsius,normal
2025-07-01 08:31:37,CONV_002,vibration,2.96,hz,normal
2025-07-01 08:31:37,ROBOT_001,temperature,54.6,celsius,normal
2025-07-01 08:31:37,ROBOT_001,vibration,3.63,hz,normal
2025-07-01 08:31:37,ROBOT_002,temperature,49.8,celsius,normal
2025-07-01 08:31:37,ROBOT_002,vibration,3.49,hz,normal
2025-07-01 08:31:37,COMP_001,temperature,71.5,celsius,normal
2025-07-01 08:31:37,COMP_001,vibration,13.33,hz,normal
2025-07-01 08:31:37,COMP_001,pressure,6.8,bar,normal
2025-07-01 08:31:37,HVAC_001,temperature,25.4,celsius,warning
2025-07-01 08:31:37,HVAC_001,vibration,3.38,hz,normal
2025-07-01 08:36:37,MOTOR_001,temperature,61.9,celsius,normal
2025-07-01 08:36:37,MOTOR_001,vibration,4.47,hz,normal
2025-07-01 08:36:37,MOTOR_002,temperature,67.8,celsius,normal
2025-07-01 08:36:37,MOTOR_002,vibration,5.39,hz,normal
2025-07-01 08:36:37,PUMP_001,temperature,61.3,celsius,normal
2025-07-01 08:36:37,PUMP_001,vibration,16.32,hz,normal
2025-07-01 08:36:37,PUMP_001,pressure,204.4,bar,normal
2025-07-01 08:36:37,PUMP_002,temperature,51.8,celsius,normal
2025-07-01 08:36:37,PUMP_002,vibration,9.77,hz,normal
2025-07-01 08:36:37,PUMP_002,pressure,213.2,bar,normal
2025-07-01 08:36:37,CONV_001,temperature,47.9,celsius,normal
2025-07-01 08:36:37,CONV_001,vibration,2.78,hz,normal
2025-07-01 08:36:37,CONV_002,temperature,35.4,celsius,normal
2025-07-01 08:36:37,CONV_002,vibration,6.75,hz,normal
2025-07-01 08:36:37,ROBOT_001,temperature,45.5,celsius,normal
2025-07-01 08:36:37,ROBOT_001,vibration,4.67,hz,normal
2025-07-01 08:36:37,ROBOT_002,temperature,46.0,celsius,normal
2025-07-01 08:36:37,ROBOT_002,vibration,4.78,hz,normal
2025-07-01 08:36:37,COMP_001,temperature,73.5,celsius,normal
2025-07-01 08:36:37,COMP_001,vibration,14.93,hz,normal
2025-07-01 08:36:37,COMP_001,pressure,6.6,bar,normal
2025-07-01 08:36:37,HVAC_001,temperature,24.0,celsius,normal
2025-07-01 08:36:37,HVAC_001,vibration,3.68,hz,normal
2025-07-01 08:41:37,MOTOR_001,temperature,65.1,celsius,normal
2025-07-01 08:41:37,MOTOR_001,vibration,6.3,hz,normal
2025-07-01 08:41:37,MOTOR_002,temperature,59.1,celsius,normal
2025-07-01 08:41:37,MOTOR_002,vibration,9.66,hz,normal
2025-07-01 08:41:37,PUMP_001,temperature,60.0,celsius,normal
2025-07-01 08:41:37,PUMP_001,vibration,12.11,hz,normal
2025-07-01 08:41:37,PUMP_001,pressure,207.4,bar,normal
2025-07-01 08:41:37,PUMP_002,temperature,49.9,celsius,normal
2025-07-01 08:41:37,PUMP_002,vibration,9.59,hz,normal
2025-07-01 08:41:37,PUMP_002,pressure,221.0,bar,normal
2025-07-01 08:41:37,CONV_001,temperature,47.9,celsius,normal
2025-07-01 08:41:37,CONV_001,vibration,2.0,hz,normal
2025-07-01 08:41:37,CONV_002,temperature,44.6,celsius,normal
2025-07-01 08:41:37,CONV_002,vibration,4.57,hz,normal
2025-07-01 08:41:37,ROBOT_001,temperature,46.2,celsius,normal
2025-07-01 08:41:37,ROBOT_001,vibration,3.74,hz,normal
2025-07-01 08:41:37,ROBOT_002,temperature,45.1,celsius,normal
2025-07-01 08:41:37,ROBOT_002,vibration,5.49,hz,normal
2025-07-01 08:41:37,COMP_001,temperature,76.2,celsius,normal
2025-07-01 08:41:37,COMP_001,vibration,16.58,hz,normal
2025-07-01 08:41:37,COMP_001,pressure,6.9,bar,normal
2025-07-01 08:41:37,HVAC_001,temperature,23.3,celsius,normal
2025-07-01 08:41:37,HVAC_001,vibration,1.31,hz,normal
2025-07-01 08:46:37,MOTOR_001,temperature,65.6,celsius,normal
2025-07-01 08:46:37,MOTOR_001,vibration,11.0,hz,normal
2025-07-01 08:46:37,MOTOR_002,temperature,61.6,celsius,normal
2025-07-01 08:46:37,MOTOR_002,vibration,6.29,hz,normal
2025-07-01 08:46:37,PUMP_001,temperature,53.5,celsius,normal
2025-07-01 08:46:37,PUMP_001,vibration,12.77,hz,normal
2025-07-01 08:46:37,PUMP_001,pressure,203.2,bar,normal
2025-07-01 08:46:37,PUMP_002,temperature,54.8,celsius,normal
2025-07-01 08:46:37,PUMP_002,vibration,10.09,hz,normal
2025-07-01 08:46:37,PUMP_002,pressure,217.7,bar,normal
2025-07-01 08:46:37,CONV_001,temperature,37.4,celsius,normal
2025-07-01 08:46:37,CONV_001,vibration,2.12,hz,normal
2025-07-01 08:46:37,CONV_002,temperature,43.2,celsius,normal
2025-07-01 08:46:37,CONV_002,vibration,3.99,hz,normal
2025-07-01 08:46:37,ROBOT_001,temperature,46.7,celsius,normal
2025-07-01 08:46:37,ROBOT_001,vibration,3.36,hz,normal
2025-07-01 08:46:37,ROBOT_002,temperature,56.6,celsius,normal
2025-07-01 08:46:37,ROBOT_002,vibration,5.45,hz,normal
2025-07-01 08:46:37,COMP_001,temperature,71.6,celsius,normal
2025-07-01 08:46:37,COMP_001,vibration,11.58,hz,normal
2025-07-01 08:46:37,COMP_001,pressure,6.7,bar,normal
2025-07-01 08:46:37,HVAC_001,temperature,22.9,celsius,normal
2025-07-01 08:46:37,HVAC_001,vibration,3.41,hz,normal
2025-07-01 08:51:37,MOTOR_001,temperature,61.6,celsius,normal
2025-07-01 08:51:37,MOTOR_001,vibration,5.81,hz,normal
2025-07-01 08:51:37,MOTOR_002,temperature,58.3,celsius,normal
2025-07-01 08:51:37,MOTOR_002,vibration,3.85,hz,normal
2025-07-01 08:51:37,PUMP_001,temperature,61.0,celsius,normal
2025-07-01 08:51:37,PUMP_001,vibration,7.78,hz,normal
2025-07-01 08:51:37,PUMP_001,pressure,201.3,bar,normal
2025-07-01 08:51:37,PUMP_002,temperature,47.6,celsius,normal
2025-07-01 08:51:37,PUMP_002,vibration,11.36,hz,normal
2025-07-01 08:51:37,PUMP_002,pressure,210.0,bar,normal
2025-07-01 08:51:37,CONV_001,temperature,41.0,celsius,normal
2025-07-01 08:51:37,CONV_001,vibration,7.23,hz,normal
2025-07-01 08:51:37,CONV_002,temperature,42.8,celsius,normal
2025-07-01 08:51:37,CONV_002,vibration,4.6,hz,normal
2025-07-01 08:51:37,ROBOT_001,temperature,51.7,celsius,normal
2025-07-01 08:51:37,ROBOT_001,vibration,3.88,hz,normal
2025-07-01 08:51:37,ROBOT_002,temperature,57.0,celsius,normal
2025-07-01 08:51:37,ROBOT_002,vibration,2.92,hz,normal
2025-07-01 08:51:37,COMP_001,temperature,78.6,celsius,normal
2025-07-01 08:51:37,COMP_001,vibration,9.69,hz,normal
2025-07-01 08:51:37,COMP_001,pressure,6.9,bar,normal
2025-07-01 08:51:37,HVAC_001,temperature,25.0,celsius,warning
2025-07-01 08:51:37,HVAC_001,vibration,3.27,hz,normal
2025-07-01 08:56:37,MOTOR_001,temperature,56.5,celsius,normal
2025-07-01 08:56:37,MOTOR_001,vibration,3.24,hz,normal
2025-07-01 08:56:37,MOTOR_002,temperature,69.9,celsius,normal
2025-07-01 08:56:37,MOTOR_002,vibration,7.95,hz,normal
2025-07-01 08:56:37,PUMP_001,temperature,50.1,celsius,normal
2025-07-01 08:56:37,PUMP_001,vibration,13.8,hz,normal
2025-07-01 08:56:37,PUMP_001,pressure,207.2,bar,normal
2025-07-01 08:56:37,PUMP_002,temperature,53.7,celsius,normal
2025-07-01 08:56:37,PUMP_002,vibration,6.57,hz,normal
2025-07-01 08:56:37,PUMP_002,pressure,208.6,bar,normal
2025-07-01 08:56:37,CONV_001,temperature,38.4,celsius,normal
2025-07-01 08:56:37,CONV_001,vibration,6.53,hz,normal
2025-07-01 08:56:37,CONV_002,temperature,38.4,celsius,normal
2025-07-01 08:56:37,CONV_002,vibration,2.16,hz,normal
2025-07-01 08:56:37,ROBOT_001,temperature,53.0,celsius,normal
2025-07-01 08:56:37,ROBOT_001,vibration,5.3,hz,normal
2025-07-01 08:56:37,ROBOT_002,temperature,51.1,celsius,normal
2025-07-01 08:56:37,ROBOT_002,vibration,3.23,hz,normal
2025-07-01 08:56:37,COMP_001,temperature,81.9,celsius,normal
2025-07-01 08:56:37,COMP_001,vibration,17.92,hz,normal
2025-07-01 08:56:37,COMP_001,pressure,6.7,bar,normal
2025-07-01 08:56:37,HVAC_001,temperature,24.2,celsius,warning
2025-07-01 08:56:37,HVAC_001,vibration,1.66,hz,normal
2025-07-01 09:01:37,MOTOR_001,temperature,55.4,celsius,normal
2025-07-01 09:01:37,MOTOR_001,vibration,3.26,hz,normal
2025-07-01 09:01:37,MOTOR_002,temperature,69.2,celsius,normal
2025-07-01 09:01:37,MOTOR_002,vibration,5.18,hz,normal
2025-07-01 09:01:37,PUMP_001,temperature,50.8,celsius,normal
2025-07-01 09:01:37,PUMP_001,vibration,12.9,hz,normal
2025-07-01 09:01:37,PUMP_001,pressure,218.5,bar,normal
2025-07-01 09:01:37,PUMP_002,temperature,55.5,celsius,normal
2025-07-01 09:01:37,PUMP_002,vibration,16.16,hz,normal
2025-07-01 09:01:37,PUMP_002,pressure,212.9,bar,normal
